Department,PreKnowledge,Concepts,Interpret,ChooseMethod,StatSubmitTime,StatPercentSubmit,StatLearnPerform,StatCheatBehav,ResMidterm,ResAssignment,ResParticipate,ResFinalScore
สุขศึกษาและพลศึกษา,22.142857143333334,21.42857143,25,20,130.0486713,100,69.58333333,1,10.875,2.857142857,4.545454545,40
สุขศึกษาและพลศึกษา,36.19047619,28.57142857,50,30,180.4822547,55.55555556,100,0.690780869,11.625,4.285714286,5,45.00000000000001
สุขศึกษาและพลศึกษา,41.36904762,42.85714286,31.25,50,165.1240224,88.88888889,78.21428571,0.928521468,13.625,3.571428571,3.181818182,50
สุขศึกษาและพลศึกษา,27.67857143,14.28571429,18.75,50,144.1198297,66.66666667,75,0.78503258,7.25,2.857142857,4.090909091,22.499999999999996
สุขศึกษาและพลศึกษา,36.25,50,18.75,40,158.9533757,77.77777778,75.55555556,0.999689957,8.75,4.285714286,4.090909091,40
สุขศึกษาและพลศึกษา,34.40476190333333,35.71428571,37.5,30,138.9157424,88.88888889,77.08333333,0.927944232,10.625,5,5,46.25
สุขศึกษาและพลศึกษา,35.89285714333334,21.42857143,56.25,30,141.7865251,100,75.71428571,1,10.875,5,5,50
สุขศึกษาและพลศึกษา,22.55952381,21.42857143,6.25,40,148.0126954,88.88888889,80,0.670436483,10.5625,5,5,43.75
สุขศึกษาและพลศึกษา,22.738095236666666,35.71428571,12.5,20,182.6523462,88.88888889,81.25,0.937081042,9.4375,2.857142857,5,38.75
สุขศึกษาและพลศึกษา,44.12698412666666,35.71428571,46.66666667,50,157.4761899,77.77777778,68.33333333,1,10.875,4.642857143,5,47.5
สุขศึกษาและพลศึกษา,21.845238096666666,14.28571429,31.25,20,119.5933222,100,73.33333333,0.766698156,13.8125,5,5,48.75
สุขศึกษาและพลศึกษา,47.083333333333336,50,31.25,60,152.974948,100,85,0.680238717,17,4.285714286,5,63.74999999999999
สุขศึกษาและพลศึกษา,25.77380952333333,28.57142857,18.75,30,179.92542890000001,88.88888889,49.04761905,0.67866611,10.0625,3.928571429,2.727272727,38.75
สุขศึกษาและพลศึกษา,33.273809523333334,28.57142857,31.25,40,172.8197658,88.88888889,76.66666667,1,12.75,4.642857143,2.727272727,53.75
สุขศึกษาและพลศึกษา,26.607142856666666,28.57142857,31.25,20,145.4455883,88.88888889,67.5,1,6.6875,1.785714286,4.090909091,28.749999999999996
สุขศึกษาและพลศึกษา,31.488095236666666,35.71428571,18.75,40,111.215335,88.88888889,71.25,1,13.25,5,4.545454545,56.25
สุขศึกษาและพลศึกษา,42.20238095333334,42.85714286,43.75,40,180.3250519,100,62.08333333,0.679043457,17.4375,3.928571429,4.090909091,67.5
ศิลปศึกษา,37.03703703666667,33.33333333,27.77777778,50,159.3579343,100,80,0.612794636,12.625,3.571428571,4.545454545,57.49999999999999
ศิลปศึกษา,40.74074074,33.33333333,38.88888889,50,156.7175105,62.5,90,0.82775917,8.75,4.642857143,4.545454545,35
ศิลปศึกษา,17.797619047666668,7.142857143,6.25,40,151.8527097,62.5,75,0.950668291,8.75,2.142857143,4.090909091,36.25
ศิลปศึกษา,34.07407407333333,33.33333333,38.88888889,30,115.4193706,100,72.67857143,0.912531375,8.125,5,4.545454545,33.75
ศิลปศึกษา,27.962962963333336,25,38.88888889,20,150.8506625,100,75.17857143,0.64102484,14.25,3.571428571,4.545454545,58.75
ศิลปศึกษา,34.07407407333333,50,22.22222222,30,147.1137904,100,78.75,0.899549021,8.375,4.285714286,4.090909091,36.25
ศิลปศึกษา,26.666666666666668,16.66666667,33.33333333,30,154.1304394,87.5,65,0.556966339,7.375,5,4.545454545,31.25
ศิลปศึกษา,44.07407407333333,33.33333333,38.88888889,60,149.3591851,75,60,0.82743106,12.25,2.5,4.090909091,45.00000000000001
ศิลปศึกษา,35.92592592333333,33.33333333,44.44444444,30,131.201555,87.5,66.66666667,0.240210879,12.75,5,4.545454545,56.25
ศิลปศึกษา,66.85185185333334,75,55.55555556,70,163.3784428,100,85,0.958450315,19.125,5,4.090909091,76.25
ศิลปศึกษา,23.333333333333332,33.33333333,16.66666667,20,232.9706365,50,43.57142857,0.961300423,9.375,3.571428571,4.090909091,33.75
ศิลปศึกษา,33.518518519999994,41.66666667,38.88888889,20,156.6832737,37.5,82.5,0.831429451,10.5,3.571428571,4.090909091,43.75
ศิลปศึกษา,31.296296296666668,25,38.88888889,30,146.7940011,100,76.42857143,0.99980783,9.25,5,5,36.25
ศิลปศึกษา,41.78571428666667,42.85714286,62.5,20,155.7158831,100,80,0.985505168,16.375,5,5,62.5
ศิลปศึกษา,44.81481481333333,50,44.44444444,40,157.5040461,100,71.42857143,0.929949599,13.375,4.285714286,4.090909091,52.5
ศิลปศึกษา,35.74074074,58.33333333,38.88888889,10,146.6428483,100,76.25,0.590550427,17.875,3.571428571,4.090909091,72.5
ศิลปศึกษา,37.592592593333336,25,27.77777778,60,148.6542425,87.5,76.25,0.780560382,9.25,1.785714286,2.272727273,41.25
ศิลปศึกษา,23.333333333333332,33.33333333,16.66666667,20,114.7803407,75,75.17857143,1,8,2.857142857,3.181818182,33.75
ศิลปศึกษา,35,25,50,30,149.3802709,100,72.67857143,1,11.25,4.285714286,5,53.75
ศิลปศึกษา,37.77777777666667,50,33.33333333,30,118.7212855,100,80,0.911258232,10.5,4.285714286,4.545454545,42.5
ศิลปศึกษา,42.592592593333336,50,27.77777778,50,146.5400835,100,78.75,0.967224554,8,2.857142857,3.636363636,36.25
ศิลปศึกษา,33.70370370333333,33.33333333,27.77777778,40,144.1813567,100,77.5,0.992073225,13.375,5,4.090909091,52.5
ศิลปศึกษา,39.629629630000004,33.33333333,55.55555556,30,163.0518701,100,80,0.984459233,12.875,5,4.545454545,55.00000000000001
ศิลปศึกษา,32.96296296333333,50,38.88888889,10,145.2527695,87.5,85.23809524,0.845482435,10,5,4.545454545,45.00000000000001
ศิลปศึกษา,26.296296296666668,16.66666667,22.22222222,40,156.5812872,75,63.39285714,0.744534423,8.25,3.571428571,4.090909091,36.25000000000001
ศิลปศึกษา,45.74074074,58.33333333,38.88888889,40,34.82779444,100,73.75,0.359758394,20.75,4.642857143,5,85
ศิลปศึกษา,43.518518519999994,41.66666667,38.88888889,50,109.7321515,100,80,0.712894666,11.25,5,5,50
ศิลปศึกษา,39.81481481666666,41.66666667,27.77777778,50,150.9733233,62.5,47.38095238,0.262215638,10,2.142857143,5,46.25
ศิลปศึกษา,35.53571428666667,42.85714286,43.75,20,155.0136747,100,82.5,0.712047775,16.5,4.642857143,5,62.5
ศิลปศึกษา,33.69047619,28.57142857,12.5,60,160.1774259,75,73.33333333,0.878361956,12.875,3.571428571,4.545454545,55.00000000000001
ศิลปศึกษา,48.86904762,42.85714286,43.75,60,144.8180721,87.5,66.25,0.813287338,9.75,4.285714286,4.090909091,42.49999999999999
ศิลปศึกษา,39.25925925666667,33.33333333,44.44444444,40,144.3365278,75,68.75,0.506501313,15.75,3.571428571,4.545454545,62.5
ศิลปศึกษา,19.444444443333335,25,33.33333333,0,146.9715807,87.5,73.33333333,0.734385673,12.75,4.285714286,5,51.24999999999999
ศิลปศึกษา,34.629629630000004,25,38.88888889,40,146.064089,100,72.85714286,0.959184503,8.5,3.928571429,4.545454545,40.00000000000001
ศิลปศึกษา,21.111111113333333,16.66666667,16.66666667,30,163.2397663,100,66.25,0.949541109,15.375,5,4.545454545,61.25000000000001
ศิลปศึกษา,40.18518518333334,58.33333333,22.22222222,40,85.34847715,100,68.75,0.967403289,15.25,5,5,60
ศิลปศึกษา,29.642857143333334,21.42857143,37.5,30,150.4037829,75,77.5,0.677224832,11.875,4.285714286,4.545454545,47.5
ดนตรีศึกษา,18.80952381,21.42857143,25,10,155.1946744,77.77777778,58.0952381,0.735019054,7.75,2.857142857,3.636363636,26.249999999999996
ดนตรีศึกษา,38.57142857,35.71428571,50,30,158.4157954,88.88888889,67.5,1,15.9375,3.928571429,4.090909091,60
ดนตรีศึกษา,32.976190476666666,21.42857143,37.5,40,142.647411,100,82.5,0.447052596,16.375,5,5,62.5
ดนตรีศึกษา,31.488095236666666,35.71428571,18.75,40,157.6749528,88.88888889,47.38095238,0.389954696,9.25,4.285714286,4.090909091,41.24999999999999
ดนตรีศึกษา,45.65476190333334,35.71428571,31.25,70,152.9243542,100,87.5,0.643973138,12.9375,5,4.545454545,51.24999999999999
ดนตรีศึกษา,48.80952381,71.42857143,25,50,157.1052565,77.77777778,43.39285714,0.450260513,12.75,3.214285714,3.636363636,48.75
ดนตรีศึกษา,24.94047619,28.57142857,6.25,40,178.1251585,88.88888889,76.66666667,0.907783667,9.8125,4.285714286,5,37.5
ดนตรีศึกษา,20.654761903333334,35.71428571,6.25,20,154.0942029,100,48.69047619,0.681089027,10.875,5,5,40
ดนตรีศึกษา,35.05952381,21.42857143,43.75,40,142.9703274,100,77.5,0.897461444,15.625,4.642857143,5,57.49999999999999
ดนตรีศึกษา,20.595238096666666,14.28571429,37.5,10,158.433284,88.88888889,80.83333333,1,8.75,3.214285714,4.545454545,35
ดนตรีศึกษา,36.84523809666667,14.28571429,56.25,40,138.8629901,100,90,1,14.875,4.285714286,5,56.25
ดนตรีศึกษา,24.642857143333334,21.42857143,12.5,40,158.0499151,88.88888889,90,0.838079417,12.75,5,5,47.5
ดนตรีศึกษา,32.44047619,28.57142857,18.75,50,133.9463463,100,87.5,0.847088801,11.375,5,5,43.75
ดนตรีศึกษา,30.892857143333334,21.42857143,31.25,40,137.7023025,100,92.5,0.984443418,13.6875,4.642857143,5,51.24999999999999
ดนตรีศึกษา,30.892857143333334,21.42857143,31.25,40,159.0909399,77.77777778,50.89285714,0.368693269,11.625,2.5,3.636363636,51.24999999999999
ดนตรีศึกษา,26.011904763333334,14.28571429,43.75,20,158.177659,88.88888889,90,0.87312876,12.75,5,5,52.5
ดนตรีศึกษา,23.392857143333334,21.42857143,18.75,30,158.8301304,77.77777778,40.95238095,0.612505417,11.875,1.071428571,4.090909091,53.75
ดนตรีศึกษา,18.214285714333332,7.142857143,37.5,10,158.1704383,88.88888889,90,0.740802197,11.625,4.285714286,5,42.5
ดนตรีศึกษา,19.464285714333332,7.142857143,31.25,20,139.7427134,100,90,0.825683974,9.4375,4.285714286,4.090909091,32.49999999999999
ดนตรีศึกษา,37.738095236666666,35.71428571,37.5,40,123.9926267,77.77777778,81.96428571,0.526946975,15.5,4.285714286,3.636363636,62.5
ดนตรีศึกษา,21.011904763333334,14.28571429,18.75,30,153.7142496,88.88888889,90,0.775841858,11.5,4.285714286,2.727272727,45
ธุรกิจและอาชีวศึกษา,52.777777776666674,75,33.33333333,50,114.4323568,100,73.75,0.987033796,17.375,5,5,65
ธุรกิจและอาชีวศึกษา,35.555555553333335,33.33333333,33.33333333,40,152.6557041,87.5,63.57142857,0.968120201,14.25,4.642857143,5,57.49999999999999
ธุรกิจและอาชีวศึกษา,44.629629630000004,58.33333333,55.55555556,20,127.3817099,100,78.75,0.671418765,18.25,5,4.545454545,70
ธุรกิจและอาชีวศึกษา,35.555555553333335,33.33333333,33.33333333,40,135.2712335,100,76.25,1,13.5,5,5,53.75
ธุรกิจและอาชีวศึกษา,29.51851851666667,33.33333333,22.22222222,33,143.7158728,87.5,67.5,0.828881641,14.375,5,4.090909091,51.24999999999999
ธุรกิจและอาชีวศึกษา,53.333333333333336,66.66666667,33.33333333,60,151.5945231,100,51.42857143,0.677626993,13,4.642857143,5,47.5
ธุรกิจและอาชีวศึกษา,33.70370370333333,33.33333333,27.77777778,40,154.1355178,100,78.75,0.989793149,15.5,4.642857143,4.545454545,58.75
ธุรกิจและอาชีวศึกษา,36.29629629666667,50,38.88888889,20,154.1272295,100,55.35714286,0.364723144,12.625,3.928571429,5,48.74999999999999
ธุรกิจและอาชีวศึกษา,34.44444444333333,50,33.33333333,20,155.8320404,87.5,71.66666667,0.806495958,13.625,4.642857143,4.545454545,51.24999999999999
ธุรกิจและอาชีวศึกษา,37.77777777666667,50,33.33333333,30,157.4194774,100,63.75,0.796943195,12,5,4.545454545,46.25
ธุรกิจและอาชีวศึกษา,33.14814815,41.66666667,27.77777778,30,140.1177676,100,68.75,0.779895305,13.875,5,5,51.24999999999999
ธุรกิจและอาชีวศึกษา,49.30555555666666,41.66666667,56.25,50,154.6254791,100,75,0.795562043,15.6875,5,5,62.5
ธุรกิจและอาชีวศึกษา,43.51851851666667,58.33333333,22.22222222,50,126.4513353,100,85,0.796030769,13.1875,5,4.545454545,55.00000000000001
ธุรกิจและอาชีวศึกษา,28.333333333333332,41.66666667,33.33333333,10,161.7760978,75,59.04761905,0.652387025,11.9375,2.5,5,50
ธุรกิจและอาชีวศึกษา,33.333333333333336,33.33333333,16.66666667,50,126.2664083,100,56.25,0.705677218,14.375,5,4.545454545,56.25
ธุรกิจและอาชีวศึกษา,52.96296296333333,83.33333333,55.55555556,20,154.7938082,87.5,95,0.532735553,17.125,5,5,70
ธุรกิจและอาชีวศึกษา,50.370370369999996,50,61.11111111,40,149.1770538,100,81.25,0.939140223,11.9375,5,5,44.99999999999999
ธุรกิจและอาชีวศึกษา,37.407407406666664,33.33333333,38.88888889,40,145.2188694,100,66.78571429,0.911240442,11.625,3.928571429,4.545454545,47.5
ธุรกิจและอาชีวศึกษา,32.592592593333336,50,27.77777778,20,153.2674099,100,81.25,0.802661096,11.3125,4.642857143,4.545454545,51.24999999999999
ธุรกิจและอาชีวศึกษา,34.07407407333333,50,22.22222222,30,112.1230965,100,62.5,0.729424868,14.5,5,4.090909091,62.5
ธุรกิจและอาชีวศึกษา,35,41.66666667,33.33333333,30,157.8893542,62.5,80,0.847823383,10.1875,4.285714286,3.636363636,42.5
ธุรกิจและอาชีวศึกษา,29.814814816666665,41.66666667,27.77777778,20,147.6477006,62.5,80,0.99576427,11.625,3.214285714,3.181818182,48.75
ธุรกิจและอาชีวศึกษา,43.6026936,36.36363636,44.44444444,50,158.3878988,87.5,83.75,0.726851015,16.8125,5,4.545454545,71.25
ธุรกิจและอาชีวศึกษา,33.70370370333333,33.33333333,27.77777778,40,148.8466769,50,95,0.970514807,12.3125,2.857142857,4.545454545,51.24999999999999
ธุรกิจและอาชีวศึกษา,40.55555555666667,41.66666667,50,30,151.5849878,62.5,70,1,12.0625,2.5,4.545454545,46.25
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,27.962962963333336,41.66666667,22.22222222,20,97.72073139,100,83.75,0.924035085,17.5,5,5,70
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,49.629629630000004,66.66666667,22.22222222,60,145.8355956,100,80,0.628018799,19.625,4.642857143,5,73.75
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,50,50,50,50,130.2896121,100,82.5,0.883772908,18.75,4.642857143,5,68.75
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,35.555555553333335,33.33333333,33.33333333,40,110.9466794,87.5,80,0.70617818,11.75,3.571428571,4.090909091,42.5
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,42.96296296333333,50,38.88888889,40,118.8190241,100,82.5,0.95616064,14,5,5,53.75
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,57.40740741,66.66666667,55.55555556,50,113.0525443,100,55.35714286,0.87983309,16.125,5,5,66.25
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,29.444444443333335,25,33.33333333,30,153.1531713,75,78.33333333,1,14.75,2.857142857,5,56.25
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,52.777777776666674,58.33333333,50,50,26.18205118,100,66.25,0.312615552,16.875,3.928571429,5,66.25
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,37.77777777666667,50,33.33333333,30,149.4861687,100,77.5,0.966181864,15.375,5,5,56.25
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,53.70370370333333,66.66666667,44.44444444,50,142.6523928,100,85,0.787345476,19.25,4.285714286,4.545454545,76.25
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,37.40740741,16.66666667,55.55555556,40,148.3603133,62.5,38.33333333,0.995759113,12.5,2.142857143,4.545454545,56.25
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,37.407407406666664,33.33333333,38.88888889,40,153.204268,87.5,82.5,0.705481737,12.5,4.285714286,4.090909091,51.24999999999999
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,39.25925926,50,27.77777778,40,105.8064768,100,83.75,0.756373795,16,4.285714286,4.545454545,57.49999999999999
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,46.11111111,58.33333333,50,30,134.3511357,100,72.85714286,0.997718923,18.9375,4.285714286,4.545454545,70
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,34.629629630000004,25,38.88888889,40,149.3506967,75,48.57142857,0.74199841,12.125,3.571428571,3.636363636,41.24999999999999
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,47.777777776666674,50,33.33333333,60,139.5160286,87.5,78.75,0.883172883,15.375,4.642857143,5,60
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,54.25925925666667,58.33333333,44.44444444,60,135.2663953,100,83.75,0.896517885,11.875,4.285714286,4.545454545,51.24999999999999
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,42.03703703666667,41.66666667,44.44444444,40,113.8136092,100,57.67857143,0.890454007,13.25,5,5,51.24999999999999
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,65.92592592666666,66.66666667,61.11111111,70,133.6709262,87.5,73.33333333,1,19,5,5,75
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,53.88888888666667,58.33333333,33.33333333,70,138.1975447,100,82.5,1,21,5,4.545454545,80
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,36.11111111333333,41.66666667,16.66666667,50,152.9370441,100,72.5,1,13.75,5,4.545454545,53.75000000000001
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,48.148148146666664,50,44.44444444,50,144.924283,100,76.25,0.927165285,14.375,4.285714286,5,57.49999999999999
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,55.55555555666666,66.66666667,50,50,86.8166009,100,85,0.658004232,19,5,5,73.75
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,42.40740741,41.66666667,55.55555556,30,150.6123473,100,81.25,0.896217726,11.375,3.928571429,4.090909091,46.25000000000001
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,46.48148148333333,41.66666667,27.77777778,70,138.0371789,100,62.5,0.599563291,19.5,5,5,73.75
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,46.666666666666664,50,50,40,149.5612149,100,83.75,0.680447064,20.4375,5,4.090909091,77.5
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,46.11111111,58.33333333,50,30,160.723581,100,85,0.95105008,16,3.928571429,5,62.5
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,46.29629629666667,33.33333333,55.55555556,50,154.3444268,87.5,80,0.890243968,17.125,4.642857143,3.636363636,72.5
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,42.96296296333333,50,38.88888889,40,85.2113216,100,72.5,0.709666689,16.5,5,5,65
จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,54.629629630000004,75,38.88888889,50,126.4439525,100,73.75,0.744252553,17.1875,5,5,63.74999999999999
เทคโนโลยีการศึกษา,38.333333333333336,41.66666667,33.33333333,40,100.3982149,100,83.75,1,12.125,5,4.545454545,48.75000000000001
เทคโนโลยีการศึกษา,43.333333333333336,66.66666667,33.33333333,30,92.93670111,87.5,81.25,0.940857273,9.5,5,4.090909091,40
เทคโนโลยีการศึกษา,56.25,50,68.75,50,158.0378763,100,67.5,0.994345086,16.125,5,5,60
เทคโนโลยีการศึกษา,35.65476190333333,35.71428571,31.25,40,168.6225376,88.88888889,82.5,0.669632963,16.625,4.285714286,5,63.74999999999999
เทคโนโลยีการศึกษา,31.666666666666668,25,50,20,130.6299772,100,83.75,0.873362146,13.25,5,5,51.24999999999999
เทคโนโลยีการศึกษา,50.29761904666666,57.14285714,43.75,50,164.4354485,100,82.5,1,13.375,4.285714286,5,51.24999999999999
เทคโนโลยีการศึกษา,53.80952381,71.42857143,50,40,158.7147894,100,63.33333333,0.976812664,19.625,5,4.545454545,73.75
เทคโนโลยีการศึกษา,38.14814815,66.66666667,27.77777778,20,141.3566247,100,83.75,0.882755815,11,5,5,45
เทคโนโลยีการศึกษา,28.333333333333332,41.66666667,33.33333333,10,150.4709956,87.5,70,0.945838426,12.375,3.928571429,3.636363636,45
เทคโนโลยีการศึกษา,29.814814816666665,41.66666667,27.77777778,20,122.5707846,100,82.5,0.810347119,14,5,5,52.5
เทคโนโลยีการศึกษา,26.19047619,28.57142857,50,0,166.51386,88.88888889,78.57142857,0.987488317,15.3125,5,4.090909091,55.00000000000001
เทคโนโลยีการศึกษา,21.547619047666668,7.142857143,37.5,20,164.7012388,100,95,0.889921708,12.875,5,5,46.25
เทคโนโลยีการศึกษา,35.35714285666666,28.57142857,37.5,40,169.2414049,100,77.5,0.97799864,17.375,5,4.545454545,67.5
เทคโนโลยีการศึกษา,31.07142857,35.71428571,37.5,20,161.010996,100,91.42857143,0.637058035,13.25,5,5,50
เทคโนโลยีการศึกษา,26.296296296666668,16.66666667,22.22222222,40,105.7285198,100,82.5,0.79935187,11.875,4.642857143,5,51.249999999999986
การศึกษานอกระบบโรงเรียน,26.904761903333334,35.71428571,25,20,176.9417631,88.88888889,67.08333333,0.407235775,11.25,5,5,43.75
การศึกษานอกระบบโรงเรียน,16.964285714333332,7.142857143,43.75,0,144.9889776,100,92.5,0.848127141,8.875,3.928571429,4.545454545,38.75
การศึกษานอกระบบโรงเรียน,65.47619047666667,71.42857143,75,50,32.73265437,100,82.5,0.75368062,15.125,5,5,61.25000000000001
การศึกษานอกระบบโรงเรียน,34.70238095333334,42.85714286,31.25,30,120.0308564,100,80,0.715418219,12.75,5,5,53.75
การศึกษานอกระบบโรงเรียน,41.54761904666666,57.14285714,37.5,30,172.79612,100,75,0.552647575,13.125,5,5,52.5
การศึกษานอกระบบโรงเรียน,30.77380952333333,28.57142857,43.75,20,139.7980744,100,69.04761905,0.453337951,14.125,5,5,55.00000000000001
การศึกษานอกระบบโรงเรียน,17.857142856666666,28.57142857,25,0,140.6907139,88.88888889,75.17857143,0.853536898,12.75,4.642857143,5,51.24999999999999
การศึกษานอกระบบโรงเรียน,45.71428571333333,57.14285714,50,30,158.5304854,88.88888889,65,0.60564896,12.125,4.285714286,5,50
การศึกษานอกระบบโรงเรียน,27.202380953333336,42.85714286,18.75,20,176.6921482,88.88888889,90.71428571,0.987373247,9.875,3.214285714,4.090909091,36.25
การศึกษานอกระบบโรงเรียน,51.25,50,43.75,60,136.5410056,88.88888889,70,0.72203197,12.625,5,4.090909091,56.25
การศึกษานอกระบบโรงเรียน,48.63095238,57.14285714,68.75,20,137.2401565,100,70.83333333,0.810314032,13.375,3.928571429,5,52.5
การศึกษานอกระบบโรงเรียน,38.86904762,42.85714286,43.75,30,130.5603028,100,87.5,0.678689456,12.375,4.642857143,5,46.25000000000001
การศึกษานอกระบบโรงเรียน,38.273809523333334,28.57142857,56.25,30,152.2993928,100,87.5,0.66135745,18.875,5,5,72.5
การศึกษานอกระบบโรงเรียน,22.142857143333334,21.42857143,25,20,168.077266,88.88888889,92.5,0.676656478,12,3.571428571,3.636363636,48.74999999999999
การศึกษานอกระบบโรงเรียน,26.607142856666666,28.57142857,31.25,20,176.4030803,77.77777778,92.5,0.826272822,9,1.428571429,3.636363636,45
การศึกษานอกระบบโรงเรียน,26.904761903333334,35.71428571,25,20,179.0554846,88.88888889,73.33333333,0.54842014,12.625,5,4.090909091,52.5
การศึกษานอกระบบโรงเรียน,54.76190476333333,64.28571429,50,50,150.8020636,100,76.25,0.838799156,15.375,4.285714286,4.090909091,58.75
การศึกษานอกระบบโรงเรียน,37.61904762,42.85714286,50,20,181.9448497,77.77777778,73.33333333,0.752641637,18.375,4.285714286,4.545454545,75
การศึกษานอกระบบโรงเรียน,48.75,50,56.25,40,167.6961275,88.88888889,73.33333333,0.951927084,17.375,3.571428571,4.545454545,67.5
การศึกษานอกระบบโรงเรียน,37.61904762,42.85714286,50,20,116.9347756,100,67.97619048,0.565980554,15.875,4.642857143,5,57.49999999999999
การศึกษานอกระบบโรงเรียน,49.34523809666666,64.28571429,43.75,40,182.1736757,88.88888889,72.5,0.462665273,11.75,5,4.090909091,47.5
การศึกษานอกระบบโรงเรียน,48.45238095333334,42.85714286,62.5,40,149.518923,100,64.58333333,0.8890656,14.875,5,4.545454545,57.49999999999999
การศึกษานอกระบบโรงเรียน,41.25,50,43.75,30,149.8384879,100,70.83333333,0.667397411,13.375,4.642857143,4.545454545,57.49999999999999
การศึกษานอกระบบโรงเรียน,29.52380952333333,28.57142857,50,10,143.848827,100,72.5,0.844468312,11.25,4.285714286,4.545454545,48.75
การศึกษานอกระบบโรงเรียน,55.17857143,64.28571429,81.25,20,180.8380486,88.88888889,83.33333333,0.953816768,18.375,4.285714286,4.090909091,70
การศึกษานอกระบบโรงเรียน,53.51190476333333,64.28571429,56.25,40,149.1101349,100,82.5,0.881329101,14.625,5,4.545454545,53.75
