"project_score","define_var","stat_concept","failures","romantic","studytime","traveltime","freetime","activities","Walc","residence_type","famrel","goout","internet","guardian","health","absences"
9,6,8,0,"no",1,2,3,"no",1,"off_campus",1,4,"no","mother",1,0
11,10,11,0,"no",2,1,3,"no",3,"off_campus",5,2,"no","mother",2,5
11,10,11,0,"no",3,1,4,"no",1,"campus_dorm",4,3,"yes","mother",5,0
10,10,10,1,"yes",2,1,5,"no",2,"off_campus",4,4,"no","father",5,0
7,6,6,1,"no",1,1,4,"no",2,"off_campus",5,4,"yes","father",5,0
14,13,14,0,"yes",1,2,5,"no",5,"off_campus",1,1,"yes","mother",5,0
11,10,9,0,"yes",4,2,2,"yes",1,"campus_dorm",1,1,"no","mother",1,4
10,10,10,0,"no",2,2,4,"no",2,"off_campus",5,3,"yes","father",4,0
8,6,7,1,"yes",1,2,4,"no",2,"off_campus",4,3,"yes","mother",2,4
12,12,11,0,"no",1,2,2,"yes",2,"off_campus",3,3,"no","mother",2,0
12,10,11,0,"no",1,2,5,"no",3,"off_campus",5,5,"yes","mother",3,2
16,14,16,0,"no",1,2,1,"no",1,"off_campus",4,3,"yes","father",4,0
0,7,0,0,"yes",2,2,4,"yes",5,"campus_dorm",5,5,"no","mother",3,0
9,8,9,0,"no",2,1,4,"no",4,"campus_dorm",4,3,"yes","mother",5,4
14,12,13,0,"no",2,1,3,"yes",2,"off_campus",5,4,"yes","father",2,0
8,7,9,0,"no",2,1,3,"yes",2,"off_campus",5,4,"yes","father",2,7
11,9,10,0,"no",2,3,4,"no",2,"off_campus",3,5,"no","mother",5,4
9,7,9,0,"yes",2,4,4,"yes",4,"off_campus",5,5,"no","mother",4,8
11,11,11,0,"no",2,1,3,"yes",1,"campus_dorm",5,3,"yes","father",5,0
9,8,10,0,"yes",1,3,5,"yes",5,"off_campus",5,5,"no","mother",3,8
17,16,16,0,"yes",3,2,2,"yes",1,"off_campus",4,2,"yes","mother",4,6
13,11,13,0,"no",1,2,1,"no",1,"off_campus",5,2,"no","mother",1,3
15,15,15,0,"no",2,3,5,"no",2,"off_campus",4,4,"yes","mother",1,2
11,10,11,0,"no",2,2,3,"no",1,"off_campus",4,3,"no","father",5,0
11,9,10,0,"no",2,3,4,"no",1,"off_campus",4,5,"yes","mother",4,4
8,10,8,1,"no",3,1,3,"no",2,"campus_dorm",1,2,"no","mother",4,0
8,9,8,1,"no",3,1,3,"no",2,"campus_dorm",1,2,"no","mother",4,3
9,9,10,0,"no",2,1,4,"no",3,"campus_dorm",4,2,"yes","mother",2,0
15,13,14,0,"yes",2,1,4,"no",1,"campus_dorm",5,3,"no","father",2,0
11,10,11,0,"no",1,1,5,"yes",5,"off_campus",5,5,"yes","mother",3,4
13,13,10,0,"no",4,4,3,"no",1,"off_campus",4,2,"yes","father",1,0
10,10,9,0,"no",3,4,4,"no",1,"off_campus",4,3,"no","father",5,2
11,11,10,0,"no",2,2,3,"yes",1,"off_campus",4,3,"yes","father",2,1
14,13,12,0,"yes",1,2,2,"yes",3,"off_campus",4,2,"yes","mother",2,0
14,13,14,0,"no",2,3,2,"no",2,"off_campus",4,1,"no","father",2,0
12,14,11,0,"no",3,1,4,"no",2,"off_campus",4,3,"no","father",5,2
11,11,11,0,"no",1,2,4,"yes",4,"off_campus",3,4,"no","father",5,6
8,9,8,1,"yes",2,1,4,"yes",3,"campus_dorm",3,4,"yes","father",5,9
11,10,9,0,"no",1,2,2,"no",3,"campus_dorm",3,3,"no","mother",4,0
14,14,13,0,"no",2,3,3,"yes",1,"off_campus",5,4,"yes","father",2,1
13,13,12,0,"no",1,3,3,"no",2,"campus_dorm",4,3,"no","mother",4,1
13,13,12,0,"yes",2,1,3,"yes",1,"campus_dorm",4,1,"no","father",3,0
12,13,12,0,"yes",2,1,5,"no",1,"off_campus",4,4,"yes","mother",1,4
12,12,11,1,"no",2,2,4,"yes",3,"off_campus",4,4,"no","mother",5,2
16,14,14,0,"yes",1,3,3,"yes",1,"off_campus",4,2,"no","father",4,0
10,10,8,0,"no",1,2,4,"yes",3,"campus_dorm",2,3,"yes","mother",4,4
11,10,11,0,"no",1,3,2,"yes",5,"off_campus",4,4,"yes","father",3,2
14,12,13,0,"no",3,2,3,"yes",1,"campus_dorm",5,2,"no","mother",4,0
8,10,8,0,"yes",1,1,4,"no",1,"off_campus",5,3,"yes","mother",5,2
11,12,10,0,"no",1,2,3,"yes",4,"campus_dorm",4,3,"yes","father",3,11
8,7,7,3,"no",2,2,4,"no",1,"off_campus",3,3,"no","father",1,0
10,9,9,0,"no",1,1,5,"yes",1,"campus_dorm",4,3,"no","mother",5,4
10,9,9,1,"yes",1,1,4,"no",1,"campus_dorm",4,4,"yes","other",2,0
11,9,10,0,"yes",1,3,5,"yes",1,"off_campus",5,3,"no","mother",3,2
9,9,10,0,"yes",1,2,2,"no",3,"off_campus",5,1,"no","mother",4,0
11,9,10,0,"no",2,3,4,"no",2,"off_campus",3,5,"yes","father",1,1
8,7,7,0,"no",1,1,3,"no",2,"campus_dorm",4,4,"no","mother",1,6
11,11,10,0,"no",2,2,3,"no",2,"off_campus",4,5,"yes","mother",4,0
10,9,10,1,"no",1,1,4,"yes",4,"campus_dorm",4,3,"yes","father",3,1
10,7,9,2,"yes",3,2,3,"no",1,"off_campus",3,2,"no","other",2,6
9,7,9,1,"yes",3,1,3,"yes",1,"campus_dorm",5,1,"no","mother",3,6
10,8,9,1,"no",1,2,4,"yes",4,"off_campus",4,3,"yes","mother",4,0
10,9,11,1,"yes",1,2,2,"no",1,"off_campus",3,3,"yes","mother",2,4
9,7,8,1,"yes",2,2,1,"no",1,"campus_dorm",1,4,"yes","other",1,12
10,8,10,0,"yes",2,1,3,"no",1,"off_campus",3,2,"no","mother",3,2
10,9,9,0,"no",1,2,4,"yes",5,"campus_dorm",2,4,"no","father",5,5
9,8,9,0,"no",2,1,4,"yes",3,"off_campus",4,5,"yes","mother",3,0
13,14,13,0,"yes",1,1,5,"yes",1,"campus_dorm",4,4,"yes","mother",4,0
14,14,14,0,"yes",1,1,4,"yes",2,"off_campus",4,4,"yes","mother",4,2
10,10,11,1,"no",4,2,4,"yes",4,"campus_dorm",5,5,"no","mother",5,0
14,14,13,0,"no",2,1,3,"yes",1,"campus_dorm",5,3,"yes","mother",1,0
16,17,16,0,"yes",1,1,2,"yes",2,"campus_dorm",4,5,"no","mother",5,0
7,6,7,1,"yes",1,1,3,"yes",5,"campus_dorm",5,5,"yes","father",1,12
13,14,12,0,"no",1,1,2,"yes",5,"campus_dorm",4,5,"yes","father",5,8
9,10,8,1,"no",4,3,3,"no",5,"off_campus",1,5,"no","mother",3,2
14,14,14,0,"no",4,1,2,"yes",1,"campus_dorm",2,1,"yes","other",5,0
13,12,13,0,"yes",3,1,4,"no",1,"campus_dorm",5,5,"yes","mother",1,0
11,11,11,0,"yes",1,2,4,"yes",2,"off_campus",4,5,"yes","mother",5,0
10,11,9,1,"yes",2,2,3,"yes",4,"campus_dorm",3,4,"yes","mother",3,8
10,11,11,0,"yes",3,1,3,"no",1,"campus_dorm",4,3,"no","father",3,0
9,10,9,1,"no",1,3,4,"no",2,"off_campus",4,5,"yes","mother",5,0
18,16,17,0,"no",2,3,3,"no",1,"off_campus",5,2,"no","father",1,0
17,15,17,0,"no",2,2,3,"yes",1,"off_campus",5,2,"no","mother",1,0
10,11,9,0,"yes",2,2,4,"no",1,"campus_dorm",4,5,"yes","mother",4,1
7,7,7,1,"yes",2,1,3,"no",1,"off_campus",4,2,"yes","mother",5,9
8,8,6,0,"no",1,1,1,"yes",3,"campus_dorm",3,3,"yes","mother",1,0
7,7,6,0,"no",1,1,1,"no",4,"campus_dorm",3,3,"yes","mother",3,2
10,9,8,0,"no",2,2,3,"no",4,"campus_dorm",2,5,"no","mother",3,8
16,14,16,0,"yes",2,1,3,"yes",3,"off_campus",4,3,"yes","father",2,0
15,14,14,0,"no",1,2,4,"yes",4,"off_campus",5,5,"yes","mother",2,0
8,8,5,1,"no",2,1,3,"no",3,"campus_dorm",2,2,"yes","father",1,8
0,8,7,0,"no",2,2,2,"yes",1,"off_campus",5,1,"yes","mother",2,0
8,6,8,0,"no",2,3,3,"no",3,"campus_dorm",4,2,"yes","mother",5,6
10,8,10,0,"no",2,2,3,"yes",1,"off_campus",3,3,"yes","mother",2,0
8,8,8,0,"yes",2,1,3,"no",2,"campus_dorm",4,4,"yes","mother",3,4
6,5,6,0,"yes",4,1,5,"yes",5,"campus_dorm",5,5,"yes","mother",5,2
8,7,9,0,"no",2,3,2,"no",1,"off_campus",4,1,"no","mother",2,2
16,15,14,0,"no",3,1,4,"no",2,"campus_dorm",4,3,"yes","mother",5,0
14,13,14,0,"yes",1,1,2,"no",2,"off_campus",4,3,"yes","mother",5,1
10,10,9,0,"no",3,4,1,"no",2,"campus_dorm",5,3,"no","mother",3,0
9,9,9,0,"no",1,1,1,"no",2,"off_campus",5,3,"yes","mother",5,5
11,11,11,0,"no",1,2,1,"no",2,"campus_dorm",5,3,"no","father",5,1
9,7,10,0,"no",1,1,1,"yes",5,"campus_dorm",4,4,"yes","mother",3,8
10,10,10,0,"yes",2,3,1,"no",3,"campus_dorm",5,3,"yes","mother",1,0
8,9,7,0,"yes",2,2,2,"no",4,"campus_dorm",4,2,"yes","mother",5,2
16,14,15,0,"yes",2,1,2,"no",1,"campus_dorm",3,2,"yes","mother",3,0
12,11,12,0,"no",1,1,1,"no",5,"campus_dorm",4,2,"yes","father",5,0
10,9,11,0,"no",2,3,5,"yes",3,"off_campus",5,5,"no","mother",5,11
14,13,14,0,"no",4,3,4,"yes",3,"campus_dorm",5,5,"no","mother",5,8
12,12,13,0,"no",1,1,3,"yes",2,"campus_dorm",4,3,"yes","mother",5,11
11,11,11,0,"yes",3,1,3,"no",2,"off_campus",4,3,"no","mother",5,2
10,9,10,0,"no",2,2,2,"yes",2,"campus_dorm",1,4,"yes","mother",1,8
11,9,11,0,"yes",1,2,3,"no",2,"campus_dorm",4,3,"no","mother",1,5
11,11,9,0,"no",2,2,1,"no",1,"off_campus",5,3,"no","mother",5,0
12,10,11,0,"yes",3,2,3,"no",4,"campus_dorm",5,5,"yes","mother",5,1
8,9,9,3,"yes",1,3,3,"yes",3,"off_campus",3,3,"yes","father",5,2
12,12,11,0,"yes",1,2,1,"yes",3,"off_campus",5,2,"no","father",5,2
8,8,9,1,"yes",2,1,4,"yes",4,"campus_dorm",5,4,"yes","mother",5,8
16,13,15,0,"no",2,1,2,"no",1,"campus_dorm",5,5,"yes","father",5,0
11,10,11,0,"no",1,1,1,"no",1,"off_campus",4,2,"yes","father",2,0
11,11,10,0,"yes",2,1,5,"yes",2,"campus_dorm",4,5,"yes","mother",3,2
18,17,18,0,"no",2,2,3,"no",3,"off_campus",4,3,"yes","mother",5,0
13,12,13,0,"yes",2,2,1,"no",2,"campus_dorm",4,2,"yes","father",5,0
13,13,14,0,"no",2,2,1,"no",2,"campus_dorm",4,2,"yes","father",1,0
10,9,9,2,"no",2,1,4,"yes",4,"campus_dorm",4,3,"yes","mother",4,2
12,11,11,0,"yes",1,1,1,"no",1,"campus_dorm",4,2,"no","mother",5,4
10,10,11,0,"yes",1,2,5,"yes",2,"off_campus",3,5,"yes","father",4,3
13,13,14,0,"yes",3,1,3,"no",1,"off_campus",4,4,"yes","father",3,5
11,9,10,0,"no",1,1,4,"no",4,"off_campus",4,4,"no","mother",5,4
10,7,9,3,"yes",2,2,4,"yes",1,"off_campus",5,4,"yes","mother",5,2
10,8,13,0,"yes",1,2,5,"yes",5,"off_campus",5,5,"no","mother",5,0
13,12,12,1,"no",1,3,3,"no",1,"off_campus",4,2,"no","other",4,0
10,10,9,0,"yes",1,2,5,"yes",3,"off_campus",4,5,"yes","mother",2,0
10,10,9,0,"no",2,2,3,"yes",4,"campus_dorm",4,3,"no","mother",5,6
12,11,13,0,"yes",2,1,4,"yes",1,"off_campus",5,3,"no","father",1,0
0,7,0,1,"yes",1,1,2,"yes",3,"campus_dorm",1,1,"no","mother",5,0
10,11,9,0,"no",1,2,5,"no",3,"off_campus",4,5,"yes","father",5,2
9,10,10,0,"no",1,2,5,"yes",4,"off_campus",4,5,"yes","mother",5,0
9,9,7,1,"yes",1,2,3,"no",3,"off_campus",5,3,"yes","other",5,2
0,4,0,1,"no",1,1,3,"no",2,"off_campus",2,1,"yes","mother",5,0
9,6,11,3,"no",1,2,2,"yes",1,"campus_dorm",3,1,"no","mother",3,4
8,4,8,2,"no",2,1,4,"yes",3,"campus_dorm",4,5,"yes","mother",3,9
8,7,8,0,"yes",1,2,4,"yes",4,"off_campus",5,3,"yes","mother",4,6
9,8,9,3,"yes",1,2,4,"yes",3,"campus_dorm",4,3,"yes","other",5,4
7,5,5,2,"yes",2,2,5,"yes",1,"campus_dorm",2,5,"no","mother",1,8
10,7,9,0,"no",1,1,3,"yes",2,"campus_dorm",4,2,"no","mother",5,9
10,8,11,1,"yes",1,2,4,"no",4,"off_campus",4,3,"yes","other",4,12
10,10,11,0,"no",1,1,4,"no",4,"off_campus",5,4,"yes","mother",2,8
11,9,10,0,"no",1,2,5,"no",5,"off_campus",2,5,"yes","mother",5,8
11,10,9,1,"no",2,3,4,"no",3,"off_campus",5,4,"yes","other",2,8
10,8,9,1,"no",2,2,5,"no",3,"campus_dorm",4,4,"yes","mother",3,4
9,9,10,0,"yes",1,1,3,"no",3,"campus_dorm",4,3,"yes","mother",3,0
10,8,9,1,"no",1,3,4,"no",3,"off_campus",4,4,"yes","other",5,4
8,6,8,2,"no",2,2,3,"no",1,"campus_dorm",4,3,"no","mother",5,2
7,6,8,0,"no",1,1,4,"no",1,"campus_dorm",1,4,"no","mother",5,0
0,8,6,1,"yes",1,2,5,"no",1,"off_campus",5,5,"yes","mother",3,0
11,10,11,0,"no",1,2,4,"no",1,"off_campus",4,3,"yes","mother",5,0
8,8,7,0,"no",3,2,2,"no",2,"off_campus",4,3,"no","other",3,5
0,8,8,0,"no",2,1,5,"yes",3,"campus_dorm",5,5,"yes","mother",5,0
8,7,6,1,"no",2,1,3,"yes",2,"off_campus",2,3,"yes","mother",4,3
9,8,10,0,"yes",1,1,2,"no",1,"campus_dorm",3,2,"no","mother",5,0
10,7,10,0,"no",1,1,5,"no",1,"campus_dorm",5,1,"yes","father",3,0
7,7,8,2,"yes",2,3,4,"yes",2,"campus_dorm",3,4,"no","mother",5,3
14,12,13,0,"no",2,2,3,"yes",1,"campus_dorm",4,5,"yes","father",1,2
13,11,12,0,"no",1,2,4,"no",1,"campus_dorm",4,3,"yes","mother",4,0
14,12,13,0,"no",2,2,4,"no",2,"campus_dorm",4,3,"yes","mother",4,0
18,18,18,0,"no",2,2,3,"yes",2,"campus_dorm",4,5,"yes","mother",1,0
17,17,17,0,"no",1,1,4,"yes",1,"campus_dorm",5,5,"yes","mother",5,3
18,17,18,0,"no",2,2,3,"no",2,"campus_dorm",4,3,"yes","mother",4,0
0,9,0,1,"yes",2,3,3,"yes",1,"off_campus",4,3,"no","mother",4,0
11,10,11,0,"no",1,2,1,"no",5,"campus_dorm",4,4,"no","mother",1,8
14,12,13,0,"yes",1,3,5,"yes",1,"off_campus",2,5,"yes","mother",1,5
14,12,13,0,"no",1,3,2,"no",4,"off_campus",4,3,"no","father",4,4
10,8,8,0,"yes",2,2,3,"no",1,"campus_dorm",1,1,"yes","mother",2,4
13,11,12,0,"yes",3,2,4,"no",4,"campus_dorm",5,5,"yes","father",3,0
0,5,0,0,"yes",2,1,3,"yes",1,"off_campus",5,1,"yes","mother",5,0
10,9,10,1,"no",2,3,4,"no",2,"campus_dorm",4,2,"no","mother",2,2
0,5,0,1,"no",1,2,5,"no",3,"campus_dorm",5,5,"no","father",2,0
18,18,18,0,"yes",4,2,2,"no",1,"campus_dorm",4,3,"yes","father",5,0
12,11,11,0,"yes",2,2,3,"yes",2,"off_campus",5,3,"yes","mother",2,5
11,8,10,0,"yes",2,1,2,"no",2,"campus_dorm",5,3,"no","mother",3,2
12,11,11,0,"no",2,2,1,"no",1,"campus_dorm",4,1,"no","father",4,0
0,8,0,3,"yes",2,2,5,"yes",4,"off_campus",3,4,"no","other",1,0
15,14,14,0,"yes",3,2,2,"no",1,"off_campus",4,1,"yes","mother",4,5
11,10,11,1,"yes",2,2,5,"yes",3,"off_campus",4,5,"yes","mother",2,4
10,10,10,0,"yes",2,1,3,"no",1,"campus_dorm",5,4,"no","father",5,0
12,12,12,0,"no",2,2,3,"yes",2,"off_campus",4,3,"yes","father",5,2
15,15,14,0,"yes",2,2,2,"no",2,"campus_dorm",1,3,"no","mother",5,0
14,14,13,0,"yes",1,2,3,"no",2,"campus_dorm",3,2,"yes","father",3,2
18,19,17,0,"no",3,2,3,"no",1,"campus_dorm",5,2,"yes","father",4,0
15,16,15,0,"yes",2,3,3,"no",4,"off_campus",4,4,"no","mother",5,0
13,13,12,0,"yes",2,2,3,"no",3,"campus_dorm",4,2,"yes","mother",3,6
15,15,14,0,"yes",2,1,3,"yes",1,"campus_dorm",2,4,"yes","mother",1,4
13,13,13,0,"no",2,2,2,"no",2,"off_campus",3,2,"no","father",3,0
9,8,10,0,"no",2,2,3,"no",4,"off_campus",3,4,"no","mother",3,0
16,15,16,0,"yes",3,2,2,"no",2,"campus_dorm",4,2,"yes","mother",5,0
9,8,8,1,"yes",1,3,2,"no",2,"off_campus",5,1,"yes","mother",1,0
10,10,10,0,"yes",1,2,2,"no",2,"campus_dorm",5,3,"yes","father",4,0
0,7,5,0,"yes",2,3,2,"no",2,"off_campus",3,2,"yes","father",5,0
10,9,10,0,"yes",1,3,3,"yes",3,"off_campus",4,3,"yes","father",3,3
12,10,11,0,"yes",3,1,4,"yes",1,"campus_dorm",3,3,"no","mother",3,8
9,7,8,0,"no",1,1,5,"yes",3,"off_campus",3,5,"yes","mother",1,4
17,15,17,0,"no",3,2,4,"no",1,"off_campus",5,4,"yes","mother",1,0
12,10,11,0,"no",3,4,3,"no",2,"off_campus",4,2,"yes","mother",4,4
9,7,8,1,"yes",2,2,3,"no",1,"off_campus",4,3,"yes","other",3,4
14,13,14,0,"no",2,1,4,"yes",4,"off_campus",5,3,"yes","mother",2,1
16,16,16,0,"yes",2,1,1,"no",2,"campus_dorm",4,3,"yes","mother",1,1
9,8,9,0,"no",2,1,5,"yes",3,"off_campus",4,4,"yes","mother",1,10
19,17,18,0,"no",2,1,2,"yes",4,"campus_dorm",3,4,"yes","father",2,4
0,7,7,0,"yes",1,2,4,"yes",3,"off_campus",4,3,"yes","mother",5,0
16,14,15,0,"no",2,2,4,"yes",1,"campus_dorm",4,3,"yes","father",3,4
0,5,8,1,"no",1,2,3,"no",3,"off_campus",4,2,"no","mother",5,0
0,7,7,1,"no",1,2,4,"no",3,"off_campus",5,3,"no","father",3,0
15,14,17,0,"no",3,2,3,"no",3,"off_campus",5,3,"no","mother",4,0
11,6,9,0,"no",2,2,5,"no",1,"campus_dorm",5,4,"yes","mother",1,0
10,7,9,0,"yes",1,3,4,"yes",2,"off_campus",4,3,"yes","mother",5,4
10,10,11,1,"no",3,1,4,"yes",2,"off_campus",5,2,"yes","mother",5,4
16,15,15,0,"no",2,1,3,"no",1,"campus_dorm",4,4,"yes","mother",1,4
9,11,12,0,"no",2,2,1,"yes",1,"campus_dorm",1,1,"no","mother",5,6
10,10,10,0,"no",1,2,4,"no",4,"campus_dorm",2,5,"yes","mother",2,6
11,10,11,0,"no",1,3,4,"no",4,"off_campus",4,1,"yes","mother",5,4
